vina_affinity,vina_rmsd_lb,vina_rmsd_ub,vina_rmsd_input,vina_rmsd_input_min,rfscore_v1,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,vina_hydrogen,vina_intra_gauss1,vina_intra_gauss2,vina_intra_repulsion,vina_intra_hydrophobic,vina_intra_hydrogen,vina_num_rotors,nnscore,name
-9.46221062504869,0.000,0.000,16.759663,16.759663,6.805487954933953,91.30756343654906,1309.0115253881331,3.91105504970854,49.68581431697707,3.586975635544723,21.608527732776427,126.04269455441916,2.2146789597580074,9.94242829282835,0.0,2.0,6.756667350415716,CHEMBL355330
-8.869102415152623,2.691,6.261,19.350674,19.349047,7.1756669343434325,79.15059263243216,1357.541898765892,4.209954428372447,51.141520010564314,3.1097180065433427,22.332493385581436,126.61410622800014,1.7990764520345204,9.557212809829103,0.0,2.0,7.118636243096688,CHEMBL355330
-7.899508267697471,3.635,7.585,15.1207,15.1207,7.100307746364741,80.28947088603371,1040.7955116153626,3.6822212775841088,44.882063251803515,3.599056532491232,18.058669006278844,138.47367495099888,0.76694519989511,10.082531172348087,0.0,2.0,6.2419598854172795,CHEMBL355330
-9.244804444752438,1.111,1.259,17.13926,17.13926,6.835864397935393,80.46089795608795,1322.7327063425273,3.021048539984515,60.92015309469599,1.76511283268733,19.00408491901592,122.79209221842198,4.620088777550145,10.30642253150386,0.0,2.0,5.987835338373819,CHEMBL355330
-9.01531101700428,3.671,5.895,21.035185,21.035185,7.151588686147183,89.6797233357662,1436.3123578998493,2.857543803279497,53.175763055044406,0.0,20.157703373269793,123.93808034814029,4.740531224825546,9.188196382888986,0.0,2.0,6.287190173283922,CHEMBL355330
-7.598912577310543,3.931,7.903,14.115458,14.115458,7.178897846930837,56.42742076393625,1045.1135919877504,0.9276578477999142,42.78124357988575,0.6200919548567161,16.769674793884047,138.3331261133746,1.775481282109768,10.19210466637927,0.0,2.0,6.015341966204296,CHEMBL355330
-6.986208914086622,4.188,6.367,12.879795,12.863299,6.712243377566882,54.79683825776857,994.7012699100876,1.7483649948502489,37.03183912937563,1.5144436193445805,19.272593055259755,136.59226222575444,0.7651667357669667,9.819819322384143,0.0,2.0,5.659624118239234,CHEMBL355330
-7.15005765879586,4.156,7.727,21.09701,21.09701,7.242096199134196,87.0233977890621,1442.555303574589,5.228648452569801,52.33791388313729,0.0,21.89519166212879,126.37177711313748,1.6793321568769568,9.582059873215067,0.0,2.0,6.762772275675016,CHEMBL355330
-7.452826163901534,3.548,7.232,14.418862,14.418862,7.294896652514144,67.55915865188129,1029.9859150706961,1.5167968964206113,37.438288707243814,0.9625194457841615,17.59175543824216,137.29672747948294,2.6432325690145824,9.190412903865429,0.0,2.0,6.245481165523879,CHEMBL355330
-10.459377122074761,0.000,0.000,28.989206,28.968752,7.912694281385282,112.51100750466873,2136.8679653619674,4.193998648987751,61.22892447430483,0.8054711066280332,39.31813786288815,350.7645460369216,0.9261322429004127,20.640442502587366,0.0,6.0,8.420371388150857,CHEMBL211508
-10.383032790948116,3.658,5.575,26.598007,26.598007,7.552651126595621,106.10381798127716,1799.1372808886263,2.0444794393190415,64.60985844454785,0.7090114287504105,39.75760543644627,295.90562447863465,0.42977694206803696,23.49755527039735,0.0,6.0,7.599928064009736,CHEMBL211508
