vina_affinity,vina_rmsd_lb,vina_rmsd_ub,vina_rmsd_input,vina_rmsd_input_min,rfscore_v1,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,vina_hydrogen,vina_intra_gauss1,vina_intra_gauss2,vina_intra_repulsion,vina_intra_hydrophobic,vina_intra_hydrogen,vina_num_rotors,nnscore,name
-8.611381618232613,0.000,0.000,51.992924,51.992924,7.570441997668996,130.8123209899977,1925.1788845851381,4.556891884780403,46.00230798403698,2.1657689372594544,71.60794123685358,445.21617343449736,1.714775350490791,8.075941733126195,0.0,10.0,8.581036191301877,CHEMBL480556
-8.345647032912805,3.145,7.368,53.938572,53.934902,7.880164351093352,102.57197960688498,1827.3072556411046,1.7778857238741164,33.775617068652856,0.7756089999968184,41.82932922851505,259.391932031854,0.12132542657686242,0.0,0.0,10.0,7.512018287119901,CHEMBL480556
-7.9637807138083705,2.144,8.304,52.965046,52.961155,7.727076882117879,121.00453170036724,1906.0964652655646,4.340151209331331,38.52301571141925,1.3167674726582332,81.03927435825152,447.3514107349036,3.1274293616152558,10.421282291959823,0.0,10.0,7.75249967947898,CHEMBL480556
-7.991574504865829,3.801,7.335,54.416794,54.412754,7.925441019924522,101.9139593653087,1752.3471395865126,1.670456407220689,27.660821575068976,0.730299729678706,31.322623066744192,261.73106405731335,0.14128177431615355,0.0,0.0,10.0,7.4064855378798695,CHEMBL480556
-7.91064710582852,4.673,7.563,56.312157,56.309753,7.994996345598845,106.94454088594547,1579.0884551199351,0.3216711250544351,24.309325465111232,0.0,42.4891001996094,277.091042228756,0.8020290795151804,0.0,1.3454456252453668,10.0,6.686673330146299,CHEMBL480556
-8.015762756034567,3.981,7.794,55.374752,55.374752,7.98354195837496,106.18620252897944,1646.620884557115,1.465710533640609,33.53108528842226,0.8218861134631985,37.77523389965317,231.50174157476926,0.10261485941406182,0.0,0.0,10.0,7.067776907603313,CHEMBL480556
-7.922266559254715,3.662,8.720,55.41369,55.410664,7.898554675824176,101.84278278443185,1663.813863201783,0.8668920404511182,30.601117069820152,0.0,29.97289167040517,234.0522863493331,0.3272606646642668,0.0,0.0,10.0,7.299920727952513,CHEMBL480556
-7.903564683019919,4.570,7.557,55.271885,55.271885,7.9747352945942955,97.36119015197266,1683.0477998155068,0.9785841953451326,26.856514965392247,0.43596602203232393,21.425036555270935,223.35512060856377,0.0,0.0,0.0,10.0,6.649050224977467,CHEMBL480556
-7.748061452088069,3.494,8.432,54.870293,54.870293,7.973116631757134,105.96537699827883,1686.6729455921459,1.423729645940525,28.518817201009444,0.0,31.870218567309344,261.6398292518464,0.14016453018389302,0.0,0.0,10.0,7.532745930665577,CHEMBL480556
-8.684367076044145,0.000,0.000,56.39362,56.388966,7.577278352813847,129.87737392380532,1929.647525112336,4.321287110903512,46.00093787806709,2.0431930628648045,70.89944484363066,447.14712406124625,1.5723983382497746,8.087090221224043,0.0,10.0,8.488843884532763,CHEMBL480556
